,input_id,output_id,input_text,output_text,chapter,tag1,tag2,-2,-1,0,1,2
781,23,618,باید فرزندان خود را به خوبی تربیت کنیم,از سینه پاک کردم افکار فلسفی را در دیده جای کردم اشکال یوسفی را نادر جمال باید کاندر زبان نیاید تا سجده راست آید مر آدم صفی را طوری چگونه طوری نوری چگونه نوری هر لحظه نور بخشد صد شمع منطفی را خورشید چون برآید هر ذره رو نماید نوری دگر بباید ذرات مختفی را اصل وجودها او دریای جودها او چون صید می کند او اشیائ منتفی را این جا کسیست پنهان خود را مگیر تنها بس تیز گوش دارد مگشا به بد زبان را,187,0,0,0,0,2,0,0
782,20,215,باید مهربان بود,آن یار کز او خانه ما جای پری بود سر تا قدمش چون پری از عیب بری بود دل گفت فروکش کنم این شهر به بویش بیچاره ندانست که یارش سفری بود تنها نه ز راز دل من پرده برافتاد تا بود فلک شیوه او پرده دری بود منظور خردمند من آن ماه که او را با حسن ادب شیوه صاحب نظری بود از چنگ منش اختر بدمهر به دربرد آری چه کنم دولت دور قمری بود عذری بنه ای دل که تو درویشی و او را در مملکت حسن سر تاجوری بود اوقات خوش آن بود که با دوست به سر رفت باقی همه بی‌حاصلی و بی‌خبری بود خوش بود لب آب و گل و سبزه و نسرین افسوس که آن گنج روان رهگذری بود خود را بکش ای بلبل از این رشک که گل را با باد صبا وقت سحر جلوه گری بود هر گنج سعادت که خدا داد به حافظ از یمن دعای شب و ورد سحری بود,غزل    ۲۱۶,0,0,0,0,2,0,0
783,18,1057,نباید اندوهگین شد,خنک آن کس که چو ما شد همگی لطف و رضا شد ز جفا رست و ز غصه همه شادی و وفا شد ز طرب چون طربون شد خرد از باده زبون شد گرو عشق و جنون شد گهر بحر صفا شد مه و خورشید نظر شد که از او خاک چو زر شد به کرم بحر گهر شد به روش باد صبا شد چو شه عشق کشیدش ز همه خلق بریدش نظر عشق گزیدش همه حاجات روا شد به سفر چون مه گردون به شب چارده پر شد به نظرهای الهی به یکی لحظه کجا شد چو زمین بود فلک شد همگی حسن و نمک شد بشری بود ملک شد مگسی بود هما شد,763,2,1,0,0,0,1,1
784,0,5469,باید حقوق دیگران را رعایت کنیم,و قال ع اذا ازدحم الجواب خفی‌ الصواب ,243,1,0,0,0,1,1,0
785,8,4104,باید قبل از سخن گفتن فکر کرد.,Judge a man by his questions rather than by his answers,,0,1,0,0,1,1,0
786,40,243,باید سعی کنیم نیکو عمل کنیم,معاشران گره از زلف یار باز کنید شبی خوش است بدین قصه‌اش دراز کنید حضور خلوت انس است و دوستان جمعند و ان یکاد بخوانید و در فراز کنید رباب و چنگ به بانگ بلند می‌گویند که گوش هوش به پیغام اهل راز کنید به جان دوست که غم پرده بر شما ندرد گر اعتماد بر الطاف کارساز کنید میان عاشق و معشوق فرق بسیار است چو یار ناز نماید شما نیاز کنید نخست موعظه پیر صحبت این حرف است که از مصاحب ناجنس احتراز کنید هر آن کسی که در این حلقه نیست زنده به عشق بر او نمرده به فتوای من نماز کنید وگر طلب کند انعامی از شما حافظ حوالتش به لب یار دلنواز کنید,غزل    ۲۴۴,2,0,0,0,1,0,1
787,14,336,باید حق‌جو وعدالت‌پیشه باشیم,چرا نه در پی عزم دیار خود باشم چرا نه خاک سر کوی یار خود باشم غم غریبی و غربت چو بر نمی‌تابم به شهر خود روم و شهریار خود باشم ز محرمان سراپرده وصال شوم ز بندگان خداوندگار خود باشم چو کار عمر نه پیداست باری آن اولی که روز واقعه پیش نگار خود باشم ز دست بخت گران خواب و کار بی‌سامان گرم بود گله‌ای رازدار خود باشم همیشه پیشه من عاشقی و رندی بود دگر بکوشم و مشغول کار خود باشم بود که لطف ازل رهنمون شود حافظ وگرنه تا به ابد شرمسار خود باشم,غزل    ۳۳۷,2,0,0,0,1,0,1
788,40,5541,باید سعی کنیم نیکو عمل کنیم,و قال ع العمر الذی اعذر الله فیه الی ابن ادم ستون سنه ,326,0,0,0,0,2,0,0
789,40,1514,باید سعی کنیم نیکو عمل کنیم,آمد بهار ای دوستان منزل سوی بستان کنیم گرد غریبان چمن خیزید تا جولان کنیم امروز چون زنبورها پران شویم از گل به گل تا در عسل خانه جهان شش گوشه آبادان کنیم آمد رسولی از چمن کاین طبل را پنهان مزن ما طبل خانه عشق را از نعره ها ویران کنیم بشنو سماع آسمان خیزید ای دیوانگان جانم فدای عاشقان امروز جان افشان کنیم زنجیرها را بردریم ما هر یکی آهنگریم آهن گزان چون کلبتین آهنگ آتشدان کنیم چون کوره آهنگران در آتش دل می دمیم کآهن دلان را زین نفس مستعمل فرمان کنیم آتش در این عالم زنیم وین چرخ را برهم زنیم وین عقل پابرجای را چون خویش سرگردان کنیم کوبیم ما بی پا و سر گه پای میدان گاه سر ما کی به فرمان خودیم تا این کنیم و آن کنیم نی نی چو چوگانیم ما در دست شه گردان شده تا صد هزاران گوی را در پای شه غلطان کنیم خامش کنیم و خامشی هم مایه دیوانگیست این عقل باشد کآتشی در پنبه پنهان کنیم,1370,2,0,0,0,1,0,1
790,41,3851,صبر یکی از صفات خردمندان است,"Wow,"" Thalia muttered. ""Apollo is hot."" ""He's the sun god,"" I said.""That's not what I meant",,0,0,0,0,2,0,0
791,30,1648,نباید مغرور باشیم,از اصل چو حورزاد باشیم شاید که همیشه شاد باشیم ما داد طرب دهیم تا ما در عشق امیرداد باشیم چون عشق بنا نهاد ما را دانی که نکونهاد باشیم در عشق توام گشاد دیده چون عشق تو باگشاد باشیم ما را چو مراد بی مرادی است پس ما همه بر مراد باشیم چون بنده بندگان عشقیم کیخسرو و کیقباد باشیم چون یوسف آن عزیز مصریم هر چند که در مزاد باشیم بر چهره یوسفی حجابی است اندر پس پرده راد باشیم خود باد حجاب را رباید ما منتظران باد باشیم ما دل به صلاح دین سپردیم تا در دل او به یاد باشیم,1551,-1,0,0,1,1,0,0
792,45,1228,باید به پدر و مادر احترام گذاشت,گفت کسی خواجه سنایی بمرد مرگ چنین خواجه نه کاریست خرد کاه نبود او که به بادی پرید آب نبود او که به سرما فسرد شانه نبود او که به مویی شکست دانه نبود او که زمینش فشرد گنج زری بود در این خاکدان کو دو جهان را بجوی می شمرد قالب خاکی سوی خاکی فکند جان خرد سوی سماوات برد جان دوم را که ندانند خلق مغلطه گوییم به جانان سپرد صاف درآمیخت به دردی می بر سر خم رفت جدا شد ز درد در سفر افتند به هم ای عزیز مرغزی و رازی و رومی و کرد خانه خود بازرود هر یکی اطلس کی باشد همتای برد خامش کن چون نقط ایرا ملک نام تو از دفتر گفتن سترد,996,0,0,0,0,2,0,0
793,22,3729,میزان موفقیت به اندازه میزان رنج و تلاش است,Turn your wounds into wisdom,,1,1,0,0,0,2,0
794,30,336,نباید مغرور باشیم,چرا نه در پی عزم دیار خود باشم چرا نه خاک سر کوی یار خود باشم غم غریبی و غربت چو بر نمی‌تابم به شهر خود روم و شهریار خود باشم ز محرمان سراپرده وصال شوم ز بندگان خداوندگار خود باشم چو کار عمر نه پیداست باری آن اولی که روز واقعه پیش نگار خود باشم ز دست بخت گران خواب و کار بی‌سامان گرم بود گله‌ای رازدار خود باشم همیشه پیشه من عاشقی و رندی بود دگر بکوشم و مشغول کار خود باشم بود که لطف ازل رهنمون شود حافظ وگرنه تا به ابد شرمسار خود باشم,غزل    ۳۳۷,0,0,0,0,2,0,0
795,49,2973,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,رسد آدمی به جایی که به جز خدا نبیند بنگر که تا چه حد است مکان آدمیت,,2,0,0,0,1,0,1
796,48,1692,باید از منافق دوری کنیم,بار دیگر از دل و از عقل و جان برخاستیم یار آمد در میان ما از میان برخاستیم از فنا رو تافتیم و در بقا دربافتیم بی نشان را یافتیم و از نشان برخاستیم گرد از دریا برآوردیم و دود از نه فلک از زمان و از زمین و آسمان برخاستیم هین که مستان آمدند و راه را خالی کنید نی غلط گفتم ز راه و راهبان برخاستیم آتش جان سر برآورد از زمین کالبد خاست افغان از دل و ما چون فغان برخاستیم کم سخن گوییم وگر گوییم کم کس پی برد باده افزون کن که ما با کم زنان برخاستیم هستی است آن زنان و کار مردان نیستی است شکر کاندر نیستی ما پهلوان برخاستیم,1601,1,0,0,0,1,1,0
797,12,3690,انسان واقعی در برابر ظلم سکوت نمی‌کند,"For you, a thousand times ove",,0,0,0,0,2,0,0
798,48,403,باید از منافق دوری کنیم,می‌فکن بر صف رندان نظری بهتر از این بر در میکده می کن گذری بهتر از این در حق من لبت این لطف که می‌فرماید سخت خوب است ولیکن قدری بهتر از این آن که فکرش گره از کار جهان بگشاید گو در این کار بفرما نظری بهتر از این ناصحم گفت که جز غم چه هنر دارد عشق برو ای خواجه عاقل هنری بهتر از این دل بدان رود گرامی چه کنم گر ندهم مادر دهر ندارد پسری بهتر از این من چو گویم که قدح نوش و لب ساقی بوس بشنو از من که نگوید دگری بهتر از این کلک حافظ شکرین میوه نباتیست به چین که در این باغ نبینی ثمری بهتر از این,غزل    ۴۰۴,0,0,0,0,2,0,0
799,49,2789,لزوما رسیدن به چیزی که آرزو داریم به نفع ما نیست,هم ایثار کردی هم ایثار گفتی که از جور دوری و با لطف جفتی چراغ خدایی به جایی که آیی حیات جهانی به هر جا که افتی تو قانون شادی به عالم نهادی چه ها بخش کردی چه درها که سفتی ولیکن ز مستان به مکر و به دستان شرابیست نادر که آن را نهفتی به بازار راعی چه نادرمتاعی به جان ار فروشی یکی عشوه مفتی به زیر و به بالا تو بودی معلا فلک را دریدی چمن را شکفتی به صورت ز خاکی و زین خاک پاکی چو پاکان گردون نخوردی نخفتی تو کن شرح این را که در هر بیانی چو با دل جنوبی غبارات رفتی,3121,0,0,0,0,2,0,0
800,37,240,باید در هنگام پیمان بستن دقت کنیم,معاشران ز حریف شبانه یاد آرید حقوق بندگی مخلصانه یاد آرید به وقت سرخوشی از آه و ناله عشاق به صوت و نغمه چنگ و چغانه یاد آرید چو لطف باده کند جلوه در رخ ساقی ز عاشقان به سرود و ترانه یاد آرید چو در میان مراد آورید دست امید ز عهد صحبت ما در میانه یاد آرید سمند دولت اگر چند سرکشیده رود ز همرهان به سر تازیانه یاد آرید نمی‌خورید زمانی غم وفاداران ز بی‌وفایی دور زمانه یاد آرید به وجه مرحمت ای ساکنان صدر جلال ز روی حافظ و این آستانه یاد آرید,غزل    ۲۴۱,0,1,0,0,1,1,0
801,2,5556,ما باید از غیبت کردن پرهیز کنیم,و قال ع ترک الذنب اهون من طلب المعونه ,341,1,2,0,0,0,1,1
802,18,322,نباید اندوهگین شد,ز دست کوته خود زیر بارم که از بالابلندان شرمسارم مگر زنجیر مویی گیردم دست وگر نه سر به شیدایی برآرم ز چشم من بپرس اوضاع گردون که شب تا روز اختر می‌شمارم بدین شکرانه می‌بوسم لب جام که کرد آگه ز راز روزگارم اگر گفتم دعای می فروشان چه باشد حق نعمت می‌گزارم من از بازوی خود دارم بسی شکر که زور مردم آزاری ندارم سری دارم چو حافظ مست لیکن به لطف آن سری امیدوارم,غزل    ۳۲۳,0,2,0,0,1,0,1
803,37,2507,باید در هنگام پیمان بستن دقت کنیم,چون سوی برادری بپویی باید که نخست رو بشویی در سر ز خمارت ار صداعی است تصدیع برادران نجویی یا بوی بغل ز خود برانی یا ترک کنار دوست گویی در سور مهی بنفشه مویی کی شرط بود که تو بمویی بی دام اگرت شکار باید می دانک چو من محال جویی ور گوش تو گرم شد ز مستی صوفی سماع و های و هویی ور هوش تو بی خبر شد از گوش یک توی نه ای هزارتویی,2736,1,2,0,0,0,1,1
804,46,5551,نباید عیب دیگران را بر ملا کنیم,و قال ع لا طاعه لمخلوق فی معصیه الخالق ,336,0,1,0,0,1,1,0
805,14,3365,باید حق‌جو وعدالت‌پیشه باشیم,"We are what we pretend to be, so we must be careful about what we pretend to be",,1,1,0,0,0,2,0
806,19,5580,باید اهل یادگیری و دانش باشیم,و قال ع العلم مقرون بالعمل فمن علم عمل و العلم یهتف بالعمل فان اجابه و الا ارتحل عنه ,366,1,2,0,0,0,1,1
807,16,162,نباید از دیگران درخواست های متعدد داشت,گل بی رخ یار خوش نباشد بی باده بهار خوش نباشد طرف چمن و طواف بستان بی لاله عذار خوش نباشد رقصیدن سرو و حالت گل بی صوت هزار خوش نباشد با یار شکرلب گل اندام بی بوس و کنار خوش نباشد هر نقش که دست عقل بندد جز نقش نگار خوش نباشد جان نقد محقر است حافظ از بهر نثار خوش نباشد,غزل    ۱۶۳,0,0,0,0,2,0,0
808,47,838,هرکاری را می‌توان انجام داد به جز تغییر عادت‌ها,به حق آن که در این دل بجز ولای تو نیست ولی او نشوم کو ز اولیای تو نیست مباد جانم بی غم اگر فدای تو نیست مباد چشمم روشن اگر سقای تو نیست وفا مباد امیدم اگر به غیر تو است خراب باد وجودم اگر برای تو نیست کدام حسن و جمالی که آن نه عکس تو است کدام شاه و امیری که او گدای تو نیست رضا مده که دلم کام دشمنان گردد ببین که کام دل من بجز رضای تو نیست قضا نتانم کردن دمی که بی تو گذشت ولی چه چاره که مقدور جز قضای تو نیست دلا بباز تو جان را بر او چه می لرزی بر او ملرز فدا کن چه شد خدای تو نیست ملرز بر خود تا بر تو دیگران لرزند به جان تو که تو را دشمنی ورای تو نیست,480,0,1,0,0,1,1,0
809,36,5529,باید اهل یاری کردن یکدیگر بود,و قال ع قله العیال احد الیسارین ,313,0,0,0,0,2,0,0
810,43,3049,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0,0,0,0,2,0,0
811,45,4519,باید به پدر و مادر احترام گذاشت,People shouldn't be afraid of their government. Governments should be afraid of their people,,-1,0,0,1,1,0,0
812,42,558,باید سختی‌ها را تحمل کرد,به برج دل رسیدی بیست این جا چو آن مه را بدیدی بیست این جا بسی این رخت خود را هر نواحی ز نادانی کشیدی بیست این جا بشد عمری و از خوبی آن مه به هر نوعی شنیدی بیست این جا ببین آن حسن را کز دیدن او بدید و نابدیدی بیست این جا به سینه تو که آن پستان شیرست که از شیرش چشیدی بیست این جا,108,0,1,0,0,1,1,0
813,31,433,باید خطاهای دیگران را ببخشیم,ای دل مباش یک دم خالی ز عشق و مستی وان گه برو که رستی از نیستی و هستی گر جان به تن ببینی مشغول کار او شو هر قبله‌ای که بینی بهتر ز خودپرستی با ضعف و ناتوانی همچون نسیم خوش باش بیماری اندر این ره بهتر ز تندرستی در مذهب طریقت خامی نشان کفر است آری طریق دولت چالاکی است و چستی تا فضل و عقل بینی بی‌معرفت نشینی یک نکته‌ات بگویم خود را مبین که رستی در آستان جانان از آسمان میندیش کز اوج سربلندی افتی به خاک پستی خار ار چه جان بکاهد گل عذر آن بخواهد سهل است تلخی می در جنب ذوق مستی صوفی پیاله پیما حافظ قرابه پرهیز ای کوته آستینان تا کی درازدستی,غزل    ۴۳۴,0,2,0,0,1,0,1
814,19,1675,باید اهل یادگیری و دانش باشیم,ما آب دریم ما چه دانیم چه شور و شریم ما چه دانیم هر دم ز شراب بی نشانی خود مستتریم ما چه دانیم تا گوهر حسن تو بدیدیم رخ همچو زریم ما چه دانیم تا عشق تو پای ما گرفته ست بی پا و سریم ما چه دانیم خشک و تر ما همه تویی تو خوش خشک و تریم ما چه دانیم سرحلقه زلف تو گرفتیم خوش می شمریم ما چه دانیم گر زیر و زبر شود دو عالم زیر و زبریم ما چه دانیم گر سبزه و باغ خشک گردد ما از تو چریم ما چه دانیم گلزار اگر همه بریزد گل از تو بریم ما چه دانیم گر چرخ هزار مه نماید در تو نگریم ما چه دانیم گر زانک شکر جهان بگیرد ما باده خوریم ما چه دانیم شمس تبریز ز آفتابت همچون قمریم ما چه دانیم,1579,-1,1,0,1,0,1,0
815,29,5535,باید به زیر دستان احترام گذاشت,و قال ع المرء مخبوء تحت لسانه ,319,0,0,0,0,2,0,0
816,21,1205,آخرت را بر دنیا باید ترجیح داد,دیده ها شب فراز باید کرد روز شد دیده باز باید کرد ترک ما هر طرف که مرکب راند آن طرف ترک تاز باید کرد مطبخ جان به سوی بی سوییست پوز آن سو دراز باید کرد چون چنین کان زر پدید آمد خویش را جمله گاز باید کرد جامه عمر را ز آب حیات چون خضر خوش طراز باید کرد چون غیورست آن نبات حیات زین شکر احتراز باید کرد چون چنین نازنین به خانه ماست وقت نازست ناز باید کرد با گل و خار ساختن مردیست مرد را ساز ساز باید کرد قبله روی او چو پیدا شد کعبه ها را نماز باید کرد سجده هایی که آن سری باشد پیش آن سرفراز باید کرد پیش آن عشق عاقبت محمود خویشتن را ایاز باید کرد چون حقیقت نهفته در خمشیست ترک گفت مجاز باید کرد,970,1,2,0,0,0,1,1
817,39,3858,باید وفای به عهد داشته باشیم,Life's under no obligation to give us what we expect,,0,1,0,0,1,1,0
818,7,187,ثروت چیز خوبی است,مرا به رندی و عشق آن فضول عیب کند که اعتراض بر اسرار علم غیب کند کمال سر محبت ببین نه نقص گناه که هر که بی‌هنر افتد نظر به عیب کند ز عطر حور بهشت آن نفس برآید بوی که خاک میکده ما عبیر جیب کند چنان زند ره اسلام غمزه ساقی که اجتناب ز صهبا مگر صهیب کند کلید گنج سعادت قبول اهل دل است مباد آن که در این نکته شک و ریب کند شبان وادی ایمن گهی رسد به مراد که چند سال به جان خدمت شعیب کند ز دیده خون بچکاند فسانه حافظ چو یاد وقت زمان شباب و شیب کند,غزل    ۱۸۸,0,1,0,0,1,1,0
819,35,354,مردم را باید از کارهای بد باز داشت,حالیا مصلحت وقت در آن می‌بینم که کشم رخت به میخانه و خوش بنشینم جام می گیرم و از اهل ریا دور شوم یعنی از اهل جهان پاکدلی بگزینم جز صراحی و کتابم نبود یار و ندیم تا حریفان دغا را به جهان کم بینم سر به آزادگی از خلق برآرم چون سرو گر دهد دست که دامن ز جهان درچینم بس که در خرقه آلوده زدم لاف صلاح شرمسار از رخ ساقی و می رنگینم سینه تنگ من و بار غم او هیهات مرد این بار گران نیست دل مسکینم من اگر رند خراباتم و گر زاهد شهر این متاعم که همی‌بینی و کمتر زینم بنده آصف عهدم دلم از راه مبر که اگر دم زنم از چرخ بخواهد کینم بر دلم گرد ستم‌هاست خدایا مپسند که مکدر شود آیینه مهرآیینم,غزل    ۳۵۵,0,2,0,0,1,0,1
820,41,2290,صبر یکی از صفات خردمندان است,فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,2426,0,0,0,0,2,0,0
821,30,906,نباید مغرور باشیم,یکی گولی همی خواهم که در دلبر نظر دارد نمی خواهم هنرمندی که دیده در هنر دارد دلی همچون صدف خواهم که در جان گیرد آن گوهر دل سنگین نمی خواهم که پندار گهر دارد ز خودبینی جدا گشته پر از عشق خدا گشته ز مالش های غم غافل به مالنده عبر دارد,584,0,1,0,0,1,1,0
822,36,3005,باید اهل یاری کردن یکدیگر بود,خدا کســــی است کـــه باید بــــه دیدنش بروی خدا کسی که از آن سخت می هراسی نیست,,0,0,0,0,2,0,0
823,16,3049,نباید از دیگران درخواست های متعدد داشت,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,0,0,0,0,2,0,0
824,41,4492,صبر یکی از صفات خردمندان است,Wisdom comes from experience. Experience is often a result of lack of wisdom,,0,1,0,0,1,1,0
825,5,2065,باید تجارب خود را به افراد دیگر منتقل کنیم,نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,2129,0,0,0,0,2,0,0
826,0,3197,باید حقوق دیگران را رعایت کنیم,خود سازی پیران بود افزون ز جوانان تعمیر ضرورست بناهای کهن را,,0,0,0,0,2,0,0
827,13,442,باید بخشنده باشیم,چو سرو اگر بخرامی دمی به گلزاری خورد ز غیرت روی تو هر گلی خاری ز کفر زلف تو هر حلقه‌ای و آشوبی ز سحر چشم تو هر گوشه‌ای و بیماری مرو چو بخت من ای چشم مست یار به خواب که در پی است ز هر سویت آه بیداری نثار خاک رهت نقد جان من هر چند که نیست نقد روان را بر تو مقداری دلا همیشه مزن لاف زلف دلبندان چو تیره رای شوی کی گشایدت کاری سرم برفت و زمانی به سر نرفت این کار دلم گرفت و نبودت غم گرفتاری چو نقطه گفتمش اندر میان دایره آی به خنده گفت که ای حافظ این چه پرگاری,غزل    ۴۴۳,0,1,0,0,1,1,0
828,31,5563,باید خطاهای دیگران را ببخشیم,و قال ع اشد الذنوب ما استهان به صاحبه ,348,0,-1,0,1,1,0,0
829,27,1826,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,ظننتم ایا عذال ان قد عدلتم تظنون ان الحق فیما عذلتم و ما ضائ ذاک البدر الا لاهله و غادرکم انواره فضللتم فما مل من ذاق الصبابه و الهوی و انکم ما ذقتم فمللتم و ان ذقتموا ما ذقتموه بحقها و لا مشرب العشاق یوما وصلتم,1782,0,0,0,0,2,0,0
830,17,4814,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,One person's craziness is another person's reality,,0,0,0,0,2,0,0
831,14,5621,باید حق‌جو وعدالت‌پیشه باشیم,و قال ع من اطاع التوانی‌ ضیع الحقوق و من اطاع الواشی‌ ضیع الصدیق ,415,0,0,0,0,2,0,0
832,17,3005,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,خدا کســــی است کـــه باید بــــه دیدنش بروی خدا کسی که از آن سخت می هراسی نیست,,0,0,0,0,2,0,0
833,45,72,باید به پدر و مادر احترام گذاشت,روشن از پرتو رویت نظری نیست که نیست منت خاک درت بر بصری نیست که نیست ناظر روی تو صاحب نظرانند آری سر گیسوی تو در هیچ سری نیست که نیست اشک غماز من ار سرخ برآمد چه عجب خجل از کرده خود پرده دری نیست که نیست تا به دامن ننشیند ز نسیمش گردی سیل خیز از نظرم رهگذری نیست که نیست تا دم از شام سر زلف تو هر جا نزنند با صبا گفت و شنیدم سحری نیست که نیست من از این طالع شوریده برنجم ور نی بهره مند از سر کویت دگری نیست که نیست از حیای لب شیرین تو ای چشمه نوش غرق آب و عرق اکنون شکری نیست که نیست مصلحت نیست که از پرده برون افتد راز ور نه در مجلس رندان خبری نیست که نیست شیر در بادیه عشق تو روباه شود آه از این راه که در وی خطری نیست که نیست آب چشمم که بر او منت خاک در توست زیر صد منت او خاک دری نیست که نیست از وجودم قدری نام و نشان هست که هست ور نه از ضعف در آن جا اثری نیست که نیست غیر از این نکته که حافظ ز تو ناخشنود است در سراپای وجودت هنری نیست که نیست,غزل    ۷۳,0,0,0,0,2,0,0
834,43,3083,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,از کاسه شکسته نخیزد صدا درست احوال ما مپرس که ما دلشکسته‌ایم,,0,0,0,0,2,0,0
835,7,161,ثروت چیز خوبی است,خوش آمد گل وز آن خوشتر نباشد که در دستت بجز ساغر نباشد زمان خوشدلی دریاب و در یاب که دایم در صدف گوهر نباشد غنیمت دان و می خور در گلستان که گل تا هفته دیگر نباشد ایا پرلعل کرده جام زرین ببخشا بر کسی کش زر نباشد بیا ای شیخ و از خمخانه ما شرابی خور که در کوثر نباشد بشوی اوراق اگر همدرس مایی که علم عشق در دفتر نباشد ز من بنیوش و دل در شاهدی بند که حسنش بسته زیور نباشد شرابی بی خمارم بخش یا رب که با وی هیچ درد سر نباشد من از جان بنده سلطان اویسم اگر چه یادش از چاکر نباشد به تاج عالم آرایش که خورشید چنین زیبنده افسر نباشد کسی گیرد خطا بر نظم حافظ که هیچش لطف در گوهر نباشد,غزل    ۱۶۲,1,-1,0,1,0,1,0
836,4,5545,نباید براساس ظاهر افراد را قضاوت کرد,و قال ع من وضع نفسه مواضع التهمه فلا یلومن من اساء به الظن ,330,-2,-2,2,0,0,0,0
837,21,124,آخرت را بر دنیا باید ترجیح داد,شاهد آن نیست که مویی و میانی دارد بنده طلعت آن باش که آنی دارد شیوه حور و پری گر چه لطیف است ولی خوبی آن است و لطافت که فلانی دارد چشمه چشم مرا ای گل خندان دریاب که به امید تو خوش آب روانی دارد گوی خوبی که برد از تو که خورشید آن جا نه سواریست که در دست عنانی دارد دل نشان شد سخنم تا تو قبولش کردی آری آری سخن عشق نشانی دارد خم ابروی تو در صنعت تیراندازی برده از دست هر آن کس که کمانی دارد در ره عشق نشد کس به یقین محرم راز هر کسی بر حسب فکر گمانی دارد با خرابات نشینان ز کرامات ملاف هر سخن وقتی و هر نکته مکانی دارد مرغ زیرک نزند در چمنش پرده سرای هر بهاری که به دنباله خزانی دارد مدعی گو لغز و نکته به حافظ مفروش کلک ما نیز زبانی و بیانی دارد,غزل    ۱۲۵,0,1,0,0,1,1,0
838,39,3120,باید وفای به عهد داشته باشیم,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,,0,0,0,0,2,0,0
839,25,3200,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,خوش باش و زمان به کام یاران گذران زیرا که نماند این جهان بر یک حال,,1,2,0,0,0,1,1
840,13,5005,باید بخشنده باشیم,Freedom lies in being bold,,1,0,0,0,1,1,0
841,29,3089,باید به زیر دستان احترام گذاشت,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,1,2,0,0,0,1,1
842,25,3145,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,جزای حسن عمل بین که روزگار هنوز خراب می‎کند بارگاه کسری را,,0,0,0,0,2,0,0
843,2,4462,ما باید از غیبت کردن پرهیز کنیم,The only way to get rid of temptation is to yield to it,,-1,-1,0,2,0,0,0
844,2,5618,ما باید از غیبت کردن پرهیز کنیم,و قال ع کفاک ادبا لنفسک اجتناب ما تکرهه من غیرک ,412,1,2,0,0,0,1,1
845,36,1395,باید اهل یاری کردن یکدیگر بود,یار نخواهم که بود بدخو و غمخوار و ترش چون لحد و گور مغان تنگ و دل افشار و ترش یار چو آیینه بود دوست چو لوزینه بود ساعت یاری نبود خایف و فرار و ترش هر کی بود عاشق خود پنج نشان دارد بد سخت دل و سست قدم کاهل و بی کار و ترش ور چشمش بیش بود هم ترشی بیش کند دان مثل بیشی او سرکه بسیار ترش بس کن شرح ترشان این قدری بهر نشان کی طلبد در دل و جان طبع شکربار ترش,1219,1,2,0,0,0,1,1
846,1,5245,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,Morality is simply the attitude we adopt towards people we personally dislike,,0,-1,0,1,1,0,0
847,24,3617,باید در برابر مشکلات استقامت داشته باشیم,Pain is inevitable. Suffering is optional,,1,0,0,0,1,1,0
848,48,3089,باید از منافق دوری کنیم,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,0,0,0,0,2,0,0
849,1,3275,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,Love is that condition in which the happiness of another person is essential to your own,,0,0,0,0,2,0,0
850,25,3114,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,بجز بنای محبت که دائم آباد است خراب می‌کند ایام هر بنایی را,,0,0,0,0,2,0,0
