,output_text,vector,output_data_source,index
241,"این قافله عمر عجب می‌گذرد/ دریاب دمی که با طرب می‌گذرد
","[[ 2.4926662e-03 -1.0601132e-05  2.1660239e-03 ...  5.7242238e-03
   4.2730207e-03  2.1575551e-02]]", شعرهای تک بیتی,242
242,"چون روزی و عمر بیش و کمک نتوان کرد/ دل را به کم و بیش دژم نتوان کرد
","[[ 0.00850053  0.04145779 -0.00032924 ... -0.00062854  0.00113516
   0.02215226]]", شعرهای تک بیتی,243
243,"کم کن طمع از جهان و می‌زی خرسند/ وز نیک و بد زمانه بگسل پیوند
","[[ 0.00586154  0.00457195 -0.00082641 ...  0.00386994  0.0033674
   0.01944457]]", شعرهای تک بیتی,244
244,"از جمله رفتگان این راه دراز/ باز آمده کیست تا به ما گوید راز
",[[0.00846531 0.0134478  0.00033525 ... 0.0145056  0.0101297  0.03396767]], شعرهای تک بیتی,245
245,"ایام زمانه از کسی دارد ننگ/ کو در غم ایام نشیند دلتنگ
","[[ 0.0109021  -0.00024505  0.00158018 ...  0.00392541  0.01961665
   0.00352508]]", شعرهای تک بیتی,246
246,"قانع به یک استخوان چو کرکس بودن/ به که طفیل خوان ناکس بودن
",[[0.00764616 0.00256277 0.0003568  ... 0.03376922 0.00636197 0.01316801]], شعرهای تک بیتی,247
247,"شما را چو باور به یزدان بود/ هم او مر شما را نگهبان بود
","[[ 3.1586492e-03 -6.3005595e-05  1.4735948e-03 ...  2.0156773e-02
   2.2831388e-02  8.9859841e-03]]", شعرهای تک بیتی,248
248,"چون بسی ابلیس آدم روی هست / پس بهر دستی نشاید داد دست
",[[0.00982078 0.04117776 0.01353278 ... 0.01000179 0.00509959 0.02572847]], شعرهای تک بیتی,249
249,"با بدان کم نشینکه صحبت بد/ گر چه پاکی تو را پلید کند
",[[0.00338338 0.0171078  0.00017069 ... 0.01241081 0.01737818 0.02728799]], شعرهای تک بیتی,250
250,"باده پر خوردن و هوشیار نشستن سهل است / گر به دولت رسی و مست نگردی مردی
","[[-9.5552835e-04 -2.9145493e-05  2.4837212e-04 ...  1.0215826e-02
   1.1792419e-02  9.9370405e-03]]", شعرهای تک بیتی,251
251,"با ضعیفان هر که گرمی کرد عالم گیر شد/ ذره پرور باش تا خورشید تابانت کنند
",[[0.00554529 0.01366399 0.00076742 ... 0.00733436 0.01307702 0.0056387 ]], شعرهای تک بیتی,252
252,"با علمت اگر عمل برابر گردد/ کام دو جهان تو را میسر گردد
",[[0.00677316 0.02071127 0.00229055 ... 0.00751519 0.00837668 0.02373084]], شعرهای تک بیتی,253
253,"با هنر باش و هر چه خواهی کن / نه بزرگی به مادر و پدر است
","[[ 0.00612787  0.00287835 -0.00032061 ...  0.00409862  0.00351687
   0.02903632]]", شعرهای تک بیتی,254
254,"بترس از ناوک آه فقیران در دل شبها/ مگو تیر هوایی بر نشان هرگز نمی‌آید
",[[0.00199629 0.00177243 0.00025541 ... 0.01253967 0.00917984 0.03572641]], شعرهای تک بیتی,255
255,"بجز بنای محبت که دائم آباد است/ خراب می‌کند ایام هر بنایی را
","[[ 0.03071807  0.03034892 -0.0014657  ...  0.01286206  0.03528751
   0.02279345]]", شعرهای تک بیتی,256
256,"بد‌بختی و سعادت و اقبال دست توست/ تو کج روی نه آنکه فلک کج مدار باشد
","[[-3.81840800e-04 -4.14693943e-07 -1.03457314e-04 ...  2.57601787e-04
  -8.32955629e-05  5.23692906e-05]]", شعرهای تک بیتی,257
257,"بدر را هم با بدی پاداش کردن / نه کار مردم آزاده باشد
","[[ 5.5327090e-03  3.0094967e-05 -1.6393609e-03 ...  1.9705759e-02
   1.0624273e-02  1.3238136e-02]]", شعرهای تک بیتی,258
258,"بر روی زمین هیچ کس آرام نباشد/ کنجی بود آرام که در زیر زمین است
","[[-8.60092929e-04 -1.11920055e-08 -1.34941602e-05 ...  5.87789575e-04
  -6.56444172e-05 -7.44957142e-05]]", شعرهای تک بیتی,259
259,"بس که می‌ترسم از جداییها/ می‌گریزم از آشناییها
",[[0.01410512 0.00211524 0.00360425 ... 0.00855432 0.02212998 0.01782729]], شعرهای تک بیتی,260
260,"بلا ندیده دعا را شروع باید کرد/ علاج واقعه پیش از وقوع باید کرد
","[[-0.00010069 -0.00030853 -0.00054698 ...  0.02877236  0.01108147
   0.03400128]]", شعرهای تک بیتی,261
261,"بنازم به بزم محبت که آنجا / گدایی به شاهی مقابل نشیند
",[[0.00551882 0.0044466  0.01452181 ... 0.01733983 0.01352559 0.02664662]], شعرهای تک بیتی,262
262,"بوی گل خود به چمن راهنما شد نخست/ ور نه بلبل چه خبر داشت که گلزار کجاست
","[[ 6.8293163e-03 -3.2986107e-05  1.0415592e-03 ...  8.5597513e-03
  -2.3666141e-03  2.9529465e-02]]", شعرهای تک بیتی,263
263,"به خد دانش خود در زمانه دانستم / که استراحت دنیا به قدر نادانیست
","[[ 0.00490646  0.00616489 -0.00029258 ...  0.00918336  0.03346138
   0.01817434]]", شعرهای تک بیتی,264
264,"به ساخل کشتی ما را برد لطف خدا ورنه/ هزاران نا خدا گم شد در این دریای طوفانی 
","[[ 5.3535895e-03  2.5313466e-03 -2.7215114e-05 ...  9.4730016e-03
   5.2650897e-03  5.5690231e-03]]", شعرهای تک بیتی,265
265,"به ملک فقر وقناعت از آن خوشم کین ملک/ به زبر امر وزیری و حکم شاهی نیست
","[[ 0.00274947  0.00097808 -0.00042888 ...  0.01813138  0.00123697
   0.02851999]]", شعرهای تک بیتی,266
266,"به هر دیار که در چشم خلق خوار شدی/ سبک سفر کن بشو از آنجا به جای دگر 
","[[ 0.01255038  0.01140052  0.00477391 ... -0.0003585   0.0087278
   0.03750187]]", شعرهای تک بیتی,267
267,"به همه حال شکر باید کرد/ که مبادا ز بد بتر گردد
",[[0.00159229 0.0060619  0.00421037 ... 0.02161894 0.01209247 0.0175606 ]], شعرهای تک بیتی,268
268,"به هوش باش دلی را بسهو نخراشی/ به ناخنی که توانی گره گشایی کرد
",[[0.00558965 0.0031684  0.00107543 ... 0.00056537 0.01074026 0.02873726]], شعرهای تک بیتی,269
269,"بی‌جوهران به تربیت آدم نمی‌شوند/ شبنم به بوی گل نتواند گلاب شد
","[[-0.00121363 -0.00010527  0.00292621 ...  0.00035859  0.00660471
   0.03269244]]", شعرهای تک بیتی,270
270,"بی‌سبب هرگز نمی‌گردد کسی یار کسی/ یار بسیار است تا گرم است بازار کسی
","[[ 0.00561733  0.00125734 -0.00033523 ...  0.00365769 -0.00195247
   0.00544135]]", شعرهای تک بیتی,271
271,"بی عوض دانی چه باشد در جهان/ عمر باشد عمر فدر آن بدان
","[[ 0.00030835  0.00534105 -0.00027583 ...  0.00223635 -0.0014748
   0.02459386]]", شعرهای تک بیتی,272
272,"پاسبان خفته و شب تیره و گرگان بیدار/ نتوان گفت که این گله شبانی دارد
","[[ 6.9912956e-03 -8.6060296e-05  1.1748179e-02 ...  1.2156694e-02
   2.5506901e-02  2.4013195e-02]]", شعرهای تک بیتی,273
273,"پرده‌های چشم بهر عیب‌پوشی داده‌اند/ کور باد دیده‌ای کو عیب را ظاهر کند
","[[ 0.00908265 -0.00022889  0.00279308 ... -0.00136118  0.00710724
   0.03650885]]", شعرهای تک بیتی,274
274,"پشیمان ز گفتار دیدم بسی/ پشیمان نگشت از خموشی کسی
","[[ 0.0088943   0.00026695 -0.00013441 ...  0.01204562  0.00835091
   0.01656546]]", شعرهای تک بیتی,275
275,"پیش از این کاری نکرد امیدواریهای من/ نا‌امیدیهای من زین پس مگر کاری کند
","[[ 0.00923117  0.00149974 -0.00063075 ...  0.00501096  0.01028443
   0.02673038]]", شعرهای تک بیتی,276
276,"تا بتوانی عمارت دلها کن/ بهتر ز هزار کعبه باشد یک دل
",[[0.00261086 0.02296443 0.00055186 ... 0.00864332 0.00939558 0.03030608]], شعرهای تک بیتی,277
277,"تا توانستم ندانستم چه سود/ چون بدانستم توانستم نبود
","[[-4.8994122e-04  1.7889358e-04 -9.7955353e-06 ...  1.8110048e-04
  -1.9022537e-04  3.9821593e-03]]", شعرهای تک بیتی,278
278,"تا زنده‌ایم مرحمتی کن به حال ما/ دنبال مرده آه کشیدن چه فایده
","[[-0.00052832  0.01133955  0.00103401 ...  0.00510378  0.00624291
   0.00970383]]", شعرهای تک بیتی,279
279,"ثمر از نخل زندگی برگیر/ نامی از خود به نیکویی بگذار
","[[ 7.3888614e-03 -1.1723102e-05  2.3483798e-02 ...  4.4028956e-02
   3.5811568e-04  3.2317705e-02]]", شعرهای تک بیتی,280
280,"ثمر نصیب کسی گشت و گل نصیب کسی/ دلم خوش است که در باغ آشیان دارم
","[[ 9.5813619e-03 -4.3999494e-06 -2.4554096e-04 ...  3.2055785e-04
  -1.1425369e-03  8.3015552e-03]]", شعرهای تک بیتی,281
281,"جان اگر از ناتوانی بر لب آمد باک نیست/ ناله‌ام از ضعف اکر بر لب نیاید چه کنم
","[[ 0.00270931  0.02316683 -0.00071036 ...  0.01854408  0.01493857
   0.03078942]]", شعرهای تک بیتی,282
282,"جان رفت و ما به آرزوی دل نمی‌رسیم/ هرچند می‎رویم به منزل نمی‌رسیم
","[[2.5619401e-03 8.0582328e-07 1.1717251e-02 ... 9.1422368e-03
  1.2672405e-02 2.5249526e-02]]", شعرهای تک بیتی,283
283,"جان عزیز است ولیمن به سخن جان نرسد/ وای بر جان سخن‌ گر به سخندان نرسد
","[[-8.8671141e-04 -5.6506733e-06 -6.6489374e-05 ...  2.8910616e-03
  -5.8852194e-04  1.2101510e-03]]", شعرهای تک بیتی,284
284,"جایی که بود شمع رخت انجمن افروز/ خورشید چراغیست که پروانه ندارد
",[[0.00363512 0.01177307 0.00133179 ... 0.01229091 0.0062609  0.02349967]], شعرهای تک بیتی,285
285,"جایی که عقاب پر بریزد/ از پشه لاغری چه خیزد
","[[ 2.8498927e-03  4.0828870e-03 -7.6837263e-05 ...  6.5475875e-03
   2.6093267e-03  2.5387656e-02]]", شعرهای تک بیتی,286
286,"جزای حسن عمل بین که روزگار هنوز/ خراب می‎کند بارگاه کسری را
","[[ 0.00156191 -0.0003771   0.00013121 ...  0.01220622  0.0350436
   0.01652491]]", شعرهای تک بیتی,287
287,"جستم از دام به دام آر گرفتار دگر/ من نه آنم که فریب تو خورم بار دگر
",[[0.00957895 0.00186935 0.00070641 ... 0.03520606 0.02246657 0.01804954]], شعرهای تک بیتی,288
288,"جفا برون مبر از حد و جور کمتر کن/ که آه خسته دلان بی‌گمان اثر دارد
","[[ 8.5648568e-03 -8.3942497e-05 -5.1683106e-04 ...  1.1774845e-02
   2.1342847e-02  4.4805430e-02]]", شعرهای تک بیتی,289
289,"جفا مکن که جفا رسم دلربایی نیست/ جدا مشو که مرا طاقت جدایی نیست
",[[0.00597343 0.0023757  0.00265805 ... 0.0031662  0.01815753 0.03589428]], شعرهای تک بیتی,290
290,"جوانی شمع ره کردم که جویم زندگانی را/ نجستم زندگانی را و گم کردم جوانی را
","[[-0.00024109  0.0004567  -0.00010236 ... -0.00054126 -0.00190381
  -0.00103738]]", شعرهای تک بیتی,291
291,"جهان آیینه حسن است مطلق/ نبینی هیچ بد گر بنگری نیک
","[[ 5.3176488e-04 -1.6683687e-05 -1.4270756e-03 ...  2.1264525e-03
   8.7900279e-04  3.1353295e-02]]", شعرهای تک بیتی,292
292,"جهان به منت اهل جهان نمی‌ارزد/ هزار شکر که نیکی ز کس نمی‌آید
","[[ 5.6188386e-03 -6.0642149e-05  1.6258580e-03 ...  1.0141622e-02
   4.9886270e-04  2.9652359e-02]]", شعرهای تک بیتی,293
293,"جهان چون زلف و خط و خال و ابروست/ که هرچیزی به جای خویش نیکوست
","[[-6.4827736e-06 -5.2165234e-07 -5.8951926e-05 ...  1.7428058e-04
  -4.1048843e-04  3.2520168e-03]]", شعرهای تک بیتی,294
294,"جهان و هرچه در آن هست حرف خواهی دید/ مقام گیری اگر در مکان خاموشی
","[[6.2704133e-03 6.4118281e-06 1.9827557e-03 ... 1.0313371e-02
  3.0592256e-03 3.2492448e-02]]", شعرهای تک بیتی,295
295,"جهد کن تا بیش از آن باشی که آیی در نظر/ در لباس لفظ اندک معنی بسیار باش
",[[0.0183742  0.00059692 0.00524665 ... 0.00558737 0.01092723 0.05881434]], شعرهای تک بیتی,296
296,"چار دیوار بدن را رخنه کن کاین آفتاب/ جلوه‌گر در خانه هر کس به قدر روزن است
","[[ 9.2490306e-03 -7.8026060e-05  3.4463959e-04 ...  1.7969083e-03
   1.4512722e-03  2.3520133e-02]]", شعرهای تک بیتی,297
297,"چاره در عشق صبوریست ولیکن تا کی/ ستم از یار ضروریست ولیکن تا چند
","[[ 0.01534691 -0.00017149  0.00070088 ...  0.0176336   0.00711969
   0.03498415]]", شعرهای تک بیتی,298
298,"چاره مرگ است اگر کار به ناکس افتد/ مشکل این است که کارم به کسی افتاده است
","[[ 5.8724089e-03 -7.2343297e-05  1.0345546e-03 ...  2.4727570e-02
   2.4704445e-02  2.1282025e-02]]", شعرهای تک بیتی,299
299,"چراغی را که ایزد بر فروزد/ هر آن‌کس پف کند ریشش بسوزد
","[[ 0.00705864 -0.00064246  0.00784148 ...  0.00368248  0.00464704
   0.02939721]]", شعرهای تک بیتی,300
300,"چشم از جهان ببند و تماشای دوست کن/ کار دل است دیدن او کار چشم نیست
","[[ 0.002156   -0.00020626 -0.00334896 ...  0.00719808  0.01052196
   0.0268291 ]]", شعرهای تک بیتی,301
301,"چشم امید بر کرم حضرت جلال/ چون گوش روزده دار بر الله اکبر است
","[[ 1.1117680e-02 -5.7591889e-05  2.5559362e-04 ...  2.5077151e-02
   4.0891506e-03  1.5100551e-02]]", شعرهای تک بیتی,302
302,"چشم دل باز کن که جان بینی/ یک سرمه دان شراب مرا مست می‌کند
","[[ 0.00149679 -0.00011891  0.00048735 ...  0.01163259  0.01268297
   0.02925261]]", شعرهای تک بیتی,303
303,"چند خواهی پیرهن از بهر تن/ تن رها کن تا نخواهی پیرهن
",[[0.00673771 0.00291553 0.00161199 ... 0.00637123 0.00487391 0.01727209]], شعرهای تک بیتی,304
304,"چند روزی چون خم می تا در این میخانه‌ای/ مست کن از خویش عالم را و خود هشیار باش
","[[-1.25396089e-03  1.14209724e-04 -1.06991829e-05 ... -3.29826571e-06
  -2.54058425e-04 -1.97948597e-04]]", شعرهای تک بیتی,305
305,"چنین گفت پیغمبر راستگوی/ ز گهواره تا گور دانش بجوی
","[[-3.6432295e-06 -4.3533146e-07 -1.7943767e-05 ...  2.6047786e-04
  -2.7668037e-04 -4.1448842e-05]]", شعرهای تک بیتی,306
306,"چو باید از این تخت زر برخاستن/ نیرزد نشستن به برخاستن
","[[2.4432938e-03 7.7689743e-05 3.5262253e-02 ... 2.1217782e-02
  1.1615914e-02 1.3943176e-02]]", شعرهای تک بیتی,307
307,"چو بینی دیر خواه و زود سیری/ جهانت می‌کن آگه که پیری
","[[ 2.8235957e-03 -3.0769428e-05  3.8596083e-04 ...  5.8587347e-03
   1.7132787e-02  2.2253336e-02]]", شعرهای تک بیتی,308
308,"چو در هنر پسر امتیاز خویش نه‌ای/ بزرگ بودن جد و پدر چه خواهد کرد
","[[ 0.01035028  0.00074629  0.00221603 ...  0.00552008 -0.00100312
   0.02313413]]", شعرهای تک بیتی,309
309,"چو دریای رحمت تلاطم کند/ گنه صاحب خویش را گم کند
","[[ 1.0385051e-03  1.3053436e-03  5.6370067e-05 ...  8.3385706e-03
  -2.2490204e-03  1.0515966e-02]]", شعرهای تک بیتی,310
310,"چو دست گیرد دشمن شکسته که به در است/ چو اسب عاریه باشد پیاده به که سوار
","[[ 8.6954264e-03 -3.9795053e-05  2.6202896e-03 ...  2.6860813e-02
   5.1567457e-03  1.7315656e-02]]", شعرهای تک بیتی,311
311,"چو کم نور است چشمی بار عینک را کشد بینی/ ز بینی باید آموزی ره همسایه داری را
","[[ 2.3938897e-03 -6.3825290e-05  4.3817633e-04 ...  1.2047242e-02
   8.1070550e-03  2.4112018e-02]]", شعرهای تک بیتی,312
312,"چون بد آید هرچه آید بد شود/ یکی بلا ده گردد و ده صد شود
","[[-7.5027376e-05  1.1349955e-03 -5.2166561e-06 ...  1.1103438e-04
  -1.3741835e-04 -1.5186910e-04]]", شعرهای تک بیتی,313
313,"چون پرده براندازد عالم به سرانداز/ جایی که یقین آمد پندار نمی‌گنجد
","[[-9.8912424e-05  9.9216413e-04 -6.4020540e-05 ... -8.8260567e-06
  -1.0921870e-04  1.2312506e-03]]", شعرهای تک بیتی,314
314,"چون دل به شکوه لب گشاید بگو که من/ شرمنده از کدام وفای تو سازمش
","[[ 0.00817296  0.05017129 -0.00076702 ...  0.01826651  0.01618343
   0.02954864]]", شعرهای تک بیتی,315
315,"چون رشته گسست می‌توان بست/ اما گرهی در آن میان است
","[[-1.7260003e-04  2.4191539e-03 -1.3954205e-05 ... -1.2680098e-05
  -2.7691299e-04  1.0968444e-03]]", شعرهای تک بیتی,316
316,"چون نور که از مهر جدا هست و جدا نیست/ عالم همه آیات خدا هست و خدا نیست
","[[ 2.6362978e-03  8.4984303e-04 -1.2474122e-05 ...  5.5366691e-04
  -1.1830041e-04  1.4563716e-03]]", شعرهای تک بیتی,317
317,"چو واقف شدی مرحم راز باش/ که مرحم به یک نقطه مجرم شود
","[[ 0.01261397 -0.00014991  0.00724129 ...  0.00860338  0.01225308
   0.0407476 ]]", شعرهای تک بیتی,318
318,"چه حالت است ندانم چه آتشی یا رب/ که هر که دورتر است از تو بیشتر سوزد
",[[0.00742993 0.00233635 0.0012914  ... 0.01397566 0.00816391 0.02656478]], شعرهای تک بیتی,319
319,"چه رشک می‌بری ای دل به کشتگان غمش/ تو هم به مطلب خود می‌رسیشتاب مکن
","[[ 4.6603191e-03 -3.0873991e-05  1.3702674e-02 ...  6.4104213e-03
   1.9034507e-02  2.5700567e-02]]", شعرهای تک بیتی,320
320,"چین بر جبین ز جنبش هر خس نمی‌زنند/ دریا دلان چو آب گهر آرمیده‌اند
",[[0.00879376 0.00075329 0.00146232 ... 0.0155366  0.00520504 0.01979558]], شعرهای تک بیتی,321
321,"حاصل دنیا و دین را سر به سر دادم ز دست/ پای تا بنهادم اندر راه بی‌پایان عشق
","[[ 0.00829734 -0.00019129  0.01560728 ...  0.03823533  0.00690538
   0.0195402 ]]", شعرهای تک بیتی,322
322,"حاصل زندگی جز این نبود/ که بمیرد کسی برای کسی
","[[ 2.1895472e-02  1.7488494e-05  1.0302166e-03 ... -9.1376033e-04
  -1.7047912e-03  1.8342933e-02]]", شعرهای تک بیتی,323
323,"حاصل عمر نثار ره یار کردم/ شادم از زندگی خویش که کاری کردم
",[[0.00208663 0.00050463 0.00057999 ... 0.00443733 0.00890899 0.00591087]], شعرهای تک بیتی,324
324,"حرف دشمن مشنو تیغ مکش دوست مکش/ ظلم از حد مبر امروز که فردایی هست
","[[ 0.01273738 -0.00014279 -0.0019005  ...  0.02407066  0.0209174
   0.01649007]]", شعرهای تک بیتی,325
325,"حرفی نزنی کزو پشیمان گردی/ کاری نکنی که عذر آن باید خواست
","[[-2.4119867e-05 -2.3262547e-07 -1.6677628e-05 ...  4.6187043e-04
  -9.1043577e-05  4.8031824e-04]]", شعرهای تک بیتی,326
326,"حسرت پیری نگردد کم ز اسباب جهان/ صد گهر کی میتواند کار یک دندان کند
","[[ 3.7231168e-03 -9.8742523e-05  3.5373089e-03 ...  1.3790357e-02
   1.4822861e-02  1.7604431e-02]]", شعرهای تک بیتی,327
327,"حق را ز دل خالی از اندیشه طلب کن/ از شیشه‌ی بی می، می بی شیشه طلب کن
","[[ 1.0102652e-02 -9.5805706e-05 -2.0135245e-03 ...  1.0612368e-02
   8.0046533e-03  3.2971971e-02]]", شعرهای تک بیتی,328
328,"حکیمی که خود باشدش زرد روی/ از او داروی سرخ رویی مجوی
","[[ 0.00346454  0.00302423  0.00109977 ... -0.0001122  -0.00065442
   0.01200441]]", شعرهای تک بیتی,329
329,"حلوا حلوا اگر بگویی صد سال/ از گفتن حلوا نشود شیرین کام
","[[ 8.6135296e-03  4.2621731e-03 -5.1786815e-04 ...  2.2131966e-02
   8.8534298e-06  2.2305934e-02]]", شعرهای تک بیتی,330
330,"حیف غافل به پیری نادم از عصیان شدی/ میگزی ز افسوس لب اکنون که بی‌دندان شدی
","[[7.0811897e-03 2.0949958e-05 8.4797796e-03 ... 2.5428062e-02
  2.3538642e-02 1.2035135e-02]]", شعرهای تک بیتی,331
331,"خاطر آزرده چه داری ز غم سود و زیان/ غم مخور، شاد بزی، سود و زیان این همه نیست
","[[-0.00031172  0.0124533  -0.00119357 ...  0.02063911  0.03891581
   0.01504553]]", شعرهای تک بیتی,332
332,"خاکم به سر ز غصه به سر خاک اگر کنم/ خاک وطن که رفت چه خاکی به سر کنم
",[[0.00050769 0.00443712 0.00210971 ... 0.01002776 0.02070847 0.01148133]], شعرهای تک بیتی,333
333,"خانمان سوز بود آتش آهی گاهی/ ناله‌ای میشکند پشت سپاهی گاهی
","[[ 5.0003775e-03 -6.0235438e-05  8.0518452e-03 ...  5.3615915e-03
   7.0188218e-03  2.5978636e-02]]", شعرهای تک بیتی,334
334,"خرم آن دانش‌پژوهی کز نخستین روز درس/گوش دل با گفته‌ی استاد دانشور کند
","[[ 0.00988015 -0.00032168  0.00211403 ...  0.01082511  0.00463353
   0.02532239]]", شعرهای تک بیتی,335
335,"خموشی پیشه کن در مکتب عشق/ که درس عاشقی بی قیل و قال است
","[[ 4.4983188e-03  2.2696138e-03 -2.0458870e-05 ...  1.5489648e-03
   1.2217005e-02  2.6766898e-02]]", شعرهای تک بیتی,336
336,"خمیده پشت از این گشتند پیران جهاندیده که اندر خاک میجویند ایام جوانی را
","[[ 1.0051171e-02 -3.2442218e-05  3.5448004e-03 ...  1.5290644e-02
   7.0668333e-03  1.0428077e-02]]", شعرهای تک بیتی,337
337,"خنده تلخ من از گریه غم‌انگیزتر است/ کارم از گریه گذشته‌ست به آن می‌خندم
","[[ 2.2365816e-03 -5.3035041e-05  3.4683887e-02 ...  3.0029528e-02
   1.7789051e-02  1.1488130e-02]]", شعرهای تک بیتی,338
338,"خود سازی پیران بود افزون ز جوانان/ تعمیر ضرورست بناهای کهن را
","[[ 0.00188507 -0.00011027  0.00223779 ...  0.00655085 -0.0004126
   0.02669347]]", شعرهای تک بیتی,339
339,"خوردن خاک قناعت بر ارباب خرد/ به ز نانی که در او منت دونان باشد
","[[5.3635160e-03 8.1334256e-05 1.0593388e-03 ... 2.1305140e-02
  2.9699085e-03 2.6850222e-02]]", شعرهای تک بیتی,340
340,"خوش آن رهرو که ره تنها سپارد/ که تنهایی پس افتادن ندارد
","[[ 0.00854562  0.00048134  0.00125627 ...  0.00505869 -0.00053541
   0.01738317]]", شعرهای تک بیتی,341
341,"خوش باش و زمان به کام یاران گذران/ زیرا که نماند این جهان بر یک حال
","[[-9.5786294e-05  2.1378405e-04 -5.3188218e-05 ...  8.1222242e-04
  -2.0892503e-04 -2.3920575e-04]]", شعرهای تک بیتی,342
342,"دادند دو گوش یک زبانت ز آغاز/ یعنی که دو بشنو و یک بیش مگو
","[[1.1859028e-02 2.2039597e-03 1.9070623e-05 ... 1.3447065e-02
  7.0491573e-03 2.8774437e-02]]", شعرهای تک بیتی,343
343,"داغ فرزندی کند فرزند دیگر را عزیز / تنگتر گیرد ز مجنون دامن صحرا مرا
","[[ 0.03640204 -0.00010091  0.00043115 ...  0.0026942   0.00307504
   0.01061378]]", شعرهای تک بیتی,344
344,"در این عالم از هرچه بایستنیست/ نکوتر ز فرزند شایسته نیست
",[[0.00385969 0.00969995 0.00140791 ... 0.00721121 0.01185005 0.02595134]], شعرهای تک بیتی,345
345,"در جوانی پاک بودن شیوه پیغمبریست/ ورنه هر گبری به پیری میشود پرهیزکار
",[[0.00289638 0.0058197  0.00353211 ... 0.00830679 0.01257365 0.02074703]], شعرهای تک بیتی,346
346,"درست نیست دو رنگی میان ظاهر و باطن/ بگو شکسته نویسد توبه نامه ما را
",[[0.00969487 0.00028041 0.00451496 ... 0.0115214  0.02035414 0.0142007 ]], شعرهای تک بیتی,347
347,"در غربت مرگ بیم تنهایی نیست/ یاران عزیز آن طرف بیشترند
","[[ 7.6011557e-04  1.1960601e-04 -5.3893527e-06 ...  9.8856911e-04
  -2.5905418e-04 -3.1687730e-04]]", شعرهای تک بیتی,348
348,"در کشتن اسیر محبت گه عتاب/ شمشیر کار جنبش ابرو نمی‌‌کند
",[[0.01053288 0.00797841 0.00538637 ... 0.02846496 0.00872643 0.03903729]], شعرهای تک بیتی,349
