,model,input_text,output_data_source,input_vector,output_text,output_vector,k
704,LASER,باید وفای به عهد داشته باشیم,غزلیات حافظ => 299,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",هزار دشمنم ار می‌کنند قصد هلاک گرم تو دوستی از دشمنان ندارم باک مرا امید وصال تو زنده می‌دارد و گر نه هر دمم از هجر توست بیم هلاک نفس نفس اگر از باد نشنوم بویش زمان زمان چو گل از غم کنم گریبان چاک رود به خواب دو چشم از خیال تو هیهات بود صبور دل اندر فراق تو حاشاک اگر تو زخم زنی به که دیگری مرهم و گر تو زهر دهی به که دیگری تریاک بضرب سیفک قتلی حیاتنا ابدا لان روحی قد طاب ان یکون فداک عنان مپیچ که گر می‌زنی به شمشیرم سپر کنم سر و دستت ندارم از فتراک تو را چنان که تویی هر نظر کجا بیند به قدر دانش خود هر کسی کند ادراک به چشم خلق عزیز جهان شود حافظ که بر در تو نهد روی مسکنت بر خاک,"[[-0.00078686 -0.0001465   0.00044876 ...  0.00488381  0.00907633
   0.02489989]]",1
707,LASER,باید وفای به عهد داشته باشیم,غزلیات حافظ => 62,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",روی تو کس ندید و هزارت رقیب هست در غنچه‌ای هنوز و صدت عندلیب هست گر آمدم به کوی تو چندان غریب نیست چون من در آن دیار هزاران غریب هست در عشق خانقاه و خرابات فرق نیست هر جا که هست پرتو روی حبیب هست آن جا که کار صومعه را جلوه می‌دهند ناقوس دیر راهب و نام صلیب هست عاشق که شد که یار به حالش نظر نکرد ای خواجه درد نیست وگرنه طبیب هست فریاد حافظ این همه آخر به هرزه نیست هم قصه‌ای غریب و حدیثی عجیب هست,"[[ 4.5538344e-03 -6.8016750e-05  2.2524692e-02 ...  2.3363046e-02
   2.6104230e-02  1.5647210e-02]]",4
906,LASER,باید وفای به عهد داشته باشیم,غزلیات شمس => 1051,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",دعا گویی است کار من بگویم تا نطق دارم قبول تو دعاها را بر آن باری چه حق دارم به گرد شمع سمع تو دعاهاام همی گردد از آن چون پر پروانه دعای محترق دارم به دارالکتب حاجاتم درآ که بهر اصغایت صحف فوق صحف دارم ورق زیر ورق دارم سرم در چرخ کی گنجد که سر بخشیده فضل است دلم شاد است و می گوید غم رب الفلق دارم چو شاخ بید اندیشه ز هر بادی اگر پیچد چو بیخ سدره خضرا اصول متفق دارم,[[0.00251492 0.00707596 0.00528219 ... 0.03268582 0.00753224 0.01315626]],3
905,LASER,باید وفای به عهد داشته باشیم,غزلیات شمس => 1060,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,"[[ 5.0268271e-03 -6.6934685e-05  9.4695122e-04 ...  6.2977313e-03
   1.2607100e-02  1.2850127e-02]]",2
904,LASER,باید وفای به عهد داشته باشیم,غزلیات شمس => 1570,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,[[0.00051806 0.00121766 0.01415103 ... 0.0076396  0.01014341 0.00597498]],1
907,LASER,باید وفای به عهد داشته باشیم,غزلیات شمس => 1753,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",پیش جوش عفو بی حد تو شاه توبه کردن از گناه آمد گناه بس که گمره را کنی بس جست و جو گمرهی گشته ست فاضلتر ز راه منطقم را کرد ویران وصف تو راه گفتن بسته شد مانده ست آه آه دردت را ندارم محرمی چون علی اه می کنم در قعر چاه چه بجوشد نی بروید از لبش نی بنالد راز من گردد تباه بس کن ای نی ز آنک ما نامحرمیم زان شکر ما را و نی را عذر خواه,[[0.00446334 0.01105349 0.00539868 ... 0.01915137 0.01476535 0.01690311]],4
104,LASER,باید وفای به عهد داشته باشیم,نقل قول از نویسندگان انگلیسی زبان => 1233,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",Failure is the condiment that gives success its flavor,"[[ 0.00557588 -0.00023961  0.02260279 ...  0.01155313  0.0214571
   0.04123395]]",1
105,LASER,باید وفای به عهد داشته باشیم,نقل قول از نویسندگان انگلیسی زبان => 1337,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",The only way to get rid of temptation is to yield to it,"[[ 0.01254528 -0.00012432  0.0569379  ...  0.02848231  0.02430189
   0.02852093]]",2
106,LASER,باید وفای به عهد داشته باشیم,نقل قول از نویسندگان انگلیسی زبان => 1835,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",The supreme art of war is to subdue the enemy without fighting,"[[ 1.5461568e-02 -8.7274624e-05  8.4014274e-03 ...  3.0244848e-02
   3.4343768e-02  9.0107946e-03]]",3
107,LASER,باید وفای به عهد داشته باشیم,نقل قول از نویسندگان انگلیسی زبان => 697,"[[ 1.4387168e-03 -3.8712341e-07  3.4277102e-03 ...  2.9862963e-04
   2.1652639e-02  3.0947585e-02]]",Life 's under no obligation to give us what we expect,"[[ 0.00212634 -0.00014653  0.02544152 ... -0.00096311  0.01290894
   0.01855564]]",4
466,LASER,باید کم گویی کرد,تک‌بیتی‌های فارسی => 155,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",با بدان کم نشین که صحبت بد گرچه پاکی تو را پلید کند,[[0.0025951  0.01290137 0.00851949 ... 0.00582971 0.02139906 0.03714189]],3
467,LASER,باید کم گویی کرد,تک‌بیتی‌های فارسی => 231,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,"[[ 8.5017312e-04 -7.6358992e-05  9.4927120e-04 ...  6.9947471e-03
   1.7883271e-02  1.9532796e-02]]",4
469,LASER,باید کم گویی کرد,تک‌بیتی‌های فارسی => 250,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",با بدان کم نشینکه صحبت بد گر چه پاکی تو را پلید کند,[[0.00382148 0.01709951 0.00169467 ... 0.01173519 0.01422059 0.0314441 ]],6
465,LASER,باید کم گویی کرد,تک‌بیتی‌های فارسی => 268,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",به همه حال شکر باید کرد که مبادا ز بد بتر گردد,[[0.00089578 0.00667247 0.00460315 ... 0.02313436 0.01241052 0.01738133]],2
464,LASER,باید کم گویی کرد,تک‌بیتی‌های فارسی => 289,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",جفا برون مبر از حد و جور کمتر کن که آه خسته دلان بی‌گمان اثر دارد,"[[ 9.4565339e-03  1.7562263e-04 -4.5716926e-05 ...  1.1905807e-02
   2.0261174e-02  4.5640141e-02]]",1
468,LASER,باید کم گویی کرد,تک‌بیتی‌های فارسی => 296,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",جهد کن تا بیش از آن باشی که آیی در نظر در لباس لفظ اندک معنی بسیار باش,[[0.01944813 0.00058344 0.00505073 ... 0.00650189 0.012151   0.05924973]],5
589,LASER,باید کم گویی کرد,حکمت‌های نهج‌البلاغه => 123,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",و قال ع ما عال من اقتصد ,[[0.00411858 0.01007776 0.00082235 ... 0.00813756 0.01349344 0.01137091]],2
588,LASER,باید کم گویی کرد,حکمت‌های نهج‌البلاغه => 160,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",و قال ع اللجاجه تسل الرای‌ ,[[0.00624354 0.00800262 0.00167893 ... 0.00689288 0.00198638 0.01921757]],1
777,LASER,باید کم گویی کرد,غزلیات حافظ => 203,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",یاد باد آن که نهانت نظری با ما بود رقم مهر تو بر چهره ما پیدا بود یاد باد آن که چو چشمت به عتابم می‌کشت معجز عیسویت در لب شکرخا بود یاد باد آن که صبوحی زده در مجلس انس جز من و یار نبودیم و خدا با ما بود یاد باد آن که رخت شمع طرب می‌افروخت وین دل سوخته پروانه ناپروا بود یاد باد آن که در آن بزمگه خلق و ادب آن که او خنده مستانه زدی صهبا بود یاد باد آن که چو یاقوت قدح خنده زدی در میان من و لعل تو حکایت‌ها بود یاد باد آن که نگارم چو کمر بربستی در رکابش مه نو پیک جهان پیما بود یاد باد آن که خرابات نشین بودم و مست وآنچه در مسجدم امروز کم است آن جا بود یاد باد آن که به اصلاح شما می‌شد راست نظم هر گوهر ناسفته که حافظ را بود,"[[ 0.01185806  0.01375824 -0.00026853 ... -0.00086748  0.02127896
   0.03851977]]",2
778,LASER,باید کم گویی کرد,غزلیات حافظ => 274,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",صوفی گلی بچین و مرقع به خار بخش وین زهد خشک را به می خوشگوار بخش طامات و شطح در ره آهنگ چنگ نه تسبیح و طیلسان به می و میگسار بخش زهد گران که شاهد و ساقی نمی‌خرند در حلقه چمن به نسیم بهار بخش راهم شراب لعل زد ای میر عاشقان خون مرا به چاه زنخدان یار بخش یا رب به وقت گل گنه بنده عفو کن وین ماجرا به سرو لب جویبار بخش ای آن که ره به مشرب مقصود برده‌ای زین بحر قطره‌ای به من خاکسار بخش شکرانه را که چشم تو روی بتان ندید ما را به عفو و لطف خداوندگار بخش ساقی چو شاه نوش کند باده صبوح گو جام زر به حافظ شب زنده دار بخش,"[[ 2.4286578e-03  5.1993156e-05  2.7937762e-02 ... -2.7558759e-03
   1.3342171e-02  4.1306030e-02]]",3
776,LASER,باید کم گویی کرد,غزلیات حافظ => 405,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",گفتا برون شدی به تماشای ماه نو از ماه ابروان منت شرم باد رو عمریست تا دلت ز اسیران زلف ماست غافل ز حفظ جانب یاران خود مشو مفروش عطر عقل به هندوی زلف ما کان جا هزار نافه مشکین به نیم جو تخم وفا و مهر در این کهنه کشته زار آن گه عیان شود که بود موسم درو ساقی بیار باده که رمزی بگویمت از سر اختران کهن سیر و ماه نو شکل هلال هر سر مه می‌دهد نشان از افسر سیامک و ترک کلاه زو حافظ جناب پیر مغان مامن وفاست درس حدیث عشق بر او خوان و ز او شنو,"[[ 0.02756089 -0.00015862 -0.00235817 ...  0.00607934  0.01730425
   0.01651322]]",1
779,LASER,باید کم گویی کرد,غزلیات حافظ => 92,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",چه لطف بود که ناگاه رشحه قلمت حقوق خدمت ما عرضه کرد بر کرمت به نوک خامه رقم کرده‌ای سلام مرا که کارخانه دوران مباد بی رقمت نگویم از من بی‌دل به سهو کردی یاد که در حساب خرد نیست سهو بر قلمت مرا ذلیل مگردان به شکر این نعمت که داشت دولت سرمد عزیز و محترمت بیا که با سر زلفت قرار خواهم کرد که گر سرم برود برندارم از قدمت ز حال ما دلت آگه شود مگر وقتی که لاله بردمد از خاک کشتگان غمت روان تشنه ما را به جرعه‌ای دریاب چو می‌دهند زلال خضر ز جام جمت همیشه وقت تو ای عیسی صبا خوش باد که جان حافظ دلخسته زنده شد به دمت,[[0.00138907 0.04436399 0.00680573 ... 0.00859245 0.02116781 0.03260585]],4
976,LASER,باید کم گویی کرد,غزلیات شمس => 1795,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",فدیتتک یا ستی الناسیه الی کم تشد فم الخابیه الا فاملای منه لی کاسه تذکرنی صفوه ناسیه فما کاسه منه الا نجی و تاتی باخت لها آبیه,"[[ 0.01677951 -0.00011786 -0.00165597 ...  0.01060321  0.00501328
   0.02375513]]",1
978,LASER,باید کم گویی کرد,غزلیات شمس => 2364,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",طارت حیلی و زال حیلی اصبحت مکابدا لویلی قد اظلم بالجوی نهاری کیف اخبرکم انا بلیلی ما املائ عصتی و وجدی ما افرع من رضاک کیلی,"[[ 7.5974329e-03 -7.9355385e-05  3.1026953e-03 ... -9.9016307e-04
   5.7138894e-03  9.4383396e-03]]",3
977,LASER,باید کم گویی کرد,غزلیات شمس => 786,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",گفتی که زیان کنی زیان گیر گفتی که تو ملحدی چنان گیر گفتی که تو روبهی نه ای شیر ما را سقط همه سگان گیر گفتی که ز دل خبر نداری ای مونس دل مرا زبان گیر,"[[ 0.00607845  0.00068702 -0.00016083 ...  0.00922955  0.01991246
   0.02775398]]",2
979,LASER,باید کم گویی کرد,غزلیات شمس => 917,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",آن مطرب ما خوشست و چنگش دیوانه شود دل از ترنگش چون چنگ زند یکی تو بنگر کز لطف چگونه گشت رنگش گر تنگ آیی ز زندگانی برجه به کنار گیر تنگش,"[[ 0.01294566 -0.00010738  0.00206375 ...  0.00247155  0.00896251
   0.02717413]]",4
176,LASER,باید کم گویی کرد,نقل قول از نویسندگان انگلیسی زبان => 1971,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",Well-read people are less likely to be evil,"[[ 0.00899733  0.00249956 -0.00431046 ...  0.01066065  0.00903662
   0.02555246]]",1
178,LASER,باید کم گویی کرد,نقل قول از نویسندگان انگلیسی زبان => 1995,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",To survive you must tell stories,[[0.00521765 0.01420652 0.00631163 ... 0.00809131 0.02331143 0.03140297]],3
179,LASER,باید کم گویی کرد,نقل قول از نویسندگان انگلیسی زبان => 2026,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",Do n't let the muggles get you down,"[[ 0.00869477  0.00433764 -0.00075861 ...  0.01338352  0.02292041
   0.00593618]]",4
177,LASER,باید کم گویی کرد,نقل قول از نویسندگان انگلیسی زبان => 2103,"[[ 6.0717431e-03 -5.8373043e-05  4.1601746e-03 ...  4.1734600e-03
   2.0057766e-02  3.1221231e-02]]",Poetry is what gets lost in translation,"[[ 0.00367269 -0.00019128 -0.00080167 ...  0.01829569  0.00959084
   0.02950088]]",2
413,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,تک‌بیتی‌های فارسی => 166,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",عید آمد و افزود غمم را غم دیگر ماتم‌زده را عید بود ماتم دیگر,"[[ 0.02757442 -0.00016168  0.00049235 ...  0.01553128  0.02703977
   0.01925817]]",4
415,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,تک‌بیتی‌های فارسی => 167,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",غافل مشو که عمر تو بر باد میرود بر رخش عمر هر نفسی تازیانه‌ایست,"[[ 6.55288901e-03 -8.86363050e-05  1.40239182e-03 ...  5.49103227e-03
   1.14584025e-02  3.13414671e-02]]",6
410,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,تک‌بیتی‌های فارسی => 184,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",به صد سال یک دوست آید به دست به یک روز توان کرد دشمن به شصت,[[0.00312397 0.01061529 0.01255587 ... 0.01720813 0.0112764  0.01082361]],1
412,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,تک‌بیتی‌های فارسی => 256,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",بجز بنای محبت که دائم آباد است خراب می‌کند ایام هر بنایی را,"[[ 0.02859345  0.02713944 -0.0014182  ...  0.01387214  0.03496353
   0.0225655 ]]",3
414,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,تک‌بیتی‌های فارسی => 287,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",جزای حسن عمل بین که روزگار هنوز خراب میکند بارگاه کسری را,"[[ 2.3114914e-03 -3.3087900e-04 -2.3762266e-05 ...  1.0927044e-02
   3.7975688e-02  2.3078373e-02]]",5
411,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,تک‌بیتی‌های فارسی => 7,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",به صد سال یک دوست آید به دست به یک روز توان کرد دشمن به شصت,[[0.00312397 0.01061529 0.01255587 ... 0.01720813 0.0112764  0.01082361]],2
571,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,حکمت‌های نهج‌البلاغه => 162,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",و قال ع ثمره التفریط الندامه و ثمره الحزم السلامه ,[[0.00313551 0.00777389 0.00086511 ... 0.00425304 0.02143539 0.00901236]],2
570,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,حکمت‌های نهج‌البلاغه => 420,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",و قال ع فی کلام له و ولیهم وال فاقام و استقام حتی ضرب الدین بجرانه ,[[0.00971793 0.00748084 0.00116295 ... 0.03276106 0.01048093 0.03808867]],1
740,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات حافظ => 103,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",جمالت آفتاب هر نظر باد ز خوبی روی خوبت خوبتر باد همای زلف شاهین شهپرت را دل شاهان عالم زیر پر باد کسی کو بسته زلفت نباشد چو زلفت درهم و زیر و زبر باد دلی کو عاشق رویت نباشد همیشه غرقه در خون جگر باد بتا چون غمزه‌ات ناوک فشاند دل مجروح من پیشش سپر باد چو لعل شکرینت بوسه بخشد مذاق جان من ز او پرشکر باد مرا از توست هر دم تازه عشقی تو را هر ساعتی حسنی دگر باد به جان مشتاق روی توست حافظ تو را در حال مشتاقان نظر باد,"[[ 2.2482274e-02 -1.3676800e-05  9.5424596e-03 ... -1.5874861e-03
   2.2786863e-02  1.8246975e-02]]",1
742,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات حافظ => 226,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",گر چه بر واعظ شهر این سخن آسان نشود تا ریا ورزد و سالوس مسلمان نشود رندی آموز و کرم کن که نه چندان هنر است حیوانی که ننوشد می و انسان نشود گوهر پاک بباید که شود قابل فیض ور نه هر سنگ و گلی لل و مرجان نشود اسم اعظم بکند کار خود ای دل خوش باش که به تلبیس و حیل دیو مسلمان نشود عشق می‌ورزم و امید که این فن شریف چون هنرهای دگر موجب حرمان نشود دوش می‌گفت که فردا بدهم کام دلت سببی ساز خدایا که پشیمان نشود حسن خلقی ز خدا می‌طلبم خوی تو را تا دگر خاطر ما از تو پریشان نشود ذره را تا نبود همت عالی حافظ طالب چشمه خورشید درخشان نشود,"[[ 8.8988254e-03 -1.4430396e-05  4.9403665e-04 ...  1.4777783e-03
   2.9655358e-02  2.4626097e-02]]",3
743,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات حافظ => 38,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",باغ مرا چه حاجت سرو و صنوبر است شمشاد خانه پرور ما از که کمتر است ای نازنین پسر تو چه مذهب گرفته‌ای کت خون ما حلالتر از شیر مادر است چون نقش غم ز دور ببینی شراب خواه تشخیص کرده‌ایم و مداوا مقرر است از آستان پیر مغان سر چرا کشیم دولت در آن سرا و گشایش در آن در است یک قصه بیش نیست غم عشق وین عجب کز هر زبان که می‌شنوم نامکرر است دی وعده داد وصلم و در سر شراب داشت امروز تا چه گوید و بازش چه در سر است شیراز و آب رکنی و این باد خوش نسیم عیبش مکن که خال رخ هفت کشور است فرق است از آب خضر که ظلمات جای او است تا آب ما که منبعش الله اکبر است ما آبروی فقر و قناعت نمی‌بریم با پادشه بگوی که روزی مقدر است حافظ چه طرفه شاخ نباتیست کلک تو کش میوه دلپذیرتر از شهد و شکر است,[[0.02433049 0.04697868 0.03750956 ... 0.03247765 0.04260998 0.01984593]],4
741,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات حافظ => 405,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",گفتا برون شدی به تماشای ماه نو از ماه ابروان منت شرم باد رو عمریست تا دلت ز اسیران زلف ماست غافل ز حفظ جانب یاران خود مشو مفروش عطر عقل به هندوی زلف ما کان جا هزار نافه مشکین به نیم جو تخم وفا و مهر در این کهنه کشته زار آن گه عیان شود که بود موسم درو ساقی بیار باده که رمزی بگویمت از سر اختران کهن سیر و ماه نو شکل هلال هر سر مه می‌دهد نشان از افسر سیامک و ترک کلاه زو حافظ جناب پیر مغان مامن وفاست درس حدیث عشق بر او خوان و ز او شنو,"[[ 0.02756089 -0.00015862 -0.00235817 ...  0.00607934  0.01730425
   0.01651322]]",2
941,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات شمس => 1394,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",هر شب که بود قاعده سفره نهادن ما را ز خیال تو بود روزه گشادن ای لطف تو را قاعده بر روزه گشایان مانند مسیحا ز فلک مایده دادن چون قوت دل از مطبخ سودای تو باشد باید به میان رفتن و در لوت فتادن ما را هم از آن آتش دل آب حیات است بر آتش دل شاد بسوزیم چو لادن کار حیوان است نه کار دل و جان است در خاک بپوسیدن و از خاک بزادن,[[0.01022307 0.01113498 0.00257653 ... 0.02142816 0.00441173 0.0157696 ]],2
942,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات شمس => 1509,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",ای دم به دم مصور جان از درون تن نزدیکتر ز فکرت این نکته ها به من ز آینده و گذشته چرا یاد می کنم که لذت زمانی و هم قبله زمن جان حقایقی و خیالات دلربا و آن نقش های مه که نگنجد در این دهن,"[[ 0.01434034  0.00374538 -0.00279389 ...  0.01460608  0.00646699
   0.05627859]]",3
940,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات شمس => 1790,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",مطرب جان های دل برده تا به شب تا به شب همین پرده جان هایی که مست و مخمورند بر سر باده باده ای خورده در خرابات مفردان رفته خرقه آب و گل گرو کرده,"[[ 0.0068154  -0.00062875  0.00137337 ...  0.02597953  0.01202569
   0.02072586]]",1
943,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,غزلیات شمس => 779,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",شب گشت ولیک پیش اغیار روزست شب من از رخ یار گر عالم جمله خار گیرد ماییم ز دوست غرق گلزار گر گشت جهان خراب و معمور مستست دل و خراب دلدار زیرا که خبر همه ملولیست این بی خبریست اصل اخبار,[[0.01412885 0.00189196 0.00078739 ... 0.00850071 0.02211056 0.01599541]],4
141,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,نقل قول از نویسندگان انگلیسی زبان => 103,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",I find television very educating Every time somebody turns on the set I go into the other room and read a book,"[[ 2.2482274e-02 -1.3676800e-05  9.5424596e-03 ... -1.5874861e-03
   2.2786863e-02  1.8246975e-02]]",2
140,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,نقل قول از نویسندگان انگلیسی زبان => 1307,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",Always find opportunities to make someone smile and to offer random acts of kindness in everyday life,"[[ 2.3419866e-02 -7.5909411e-05  1.5240373e-02 ...  4.2548621e-04
   1.1761836e-02  6.2775947e-02]]",1
143,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,نقل قول از نویسندگان انگلیسی زبان => 1455,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",If conversation was the lyrics laughter was the music making time spent together a melody that could be replayed over and over without getting stale,"[[ 0.00491427  0.07879761  0.01353377 ... -0.00125489  0.01730212
   0.03292082]]",4
142,LASER,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,نقل قول از نویسندگان انگلیسی زبان => 972,"[[ 0.02445431 -0.00027549  0.00305093 ...  0.00450747  0.01264204
   0.02758254]]",All the world 's a stage And all the men and women merely players They have their exits and their entrances And one man in his time plays many parts His acts being seven ages,"[[ 1.6770659e-02 -7.8297257e-05 -1.1251817e-03 ...  2.0978944e-03
   3.4759860e-02  4.4946190e-02]]",3
439,LASER,تفاوت قائل شدن بین انسان‌ها درست است,تک‌بیتی‌های فارسی => 135,"[[ 0.01777368 -0.00015635  0.00232677 ...  0.01111673  0.01345928
   0.03705978]]",هر شاخ بنفشه کز زمین میروید خالی است که بر رخ نگاری بوده‌ست,[[0.01658835 0.00027101 0.00041708 ... 0.02027781 0.00402575 0.03116772]],6
